Mar 19 15:33:39 cluster00 ipfs-cluster-service[16436]: 2024-03-19T15:33:39.764+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicbmpg7rdsdtiwt7uaj3ajhe4m23aoajyytym7ebc2muzrxdmpazi ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.005µs, OtherTime:173.694927ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.2617382617382616e+08, ToTalDataRate:6516.9836046969995
Mar 19 20:34:32 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:34:32.540+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreifbh22bt4skfq2oed3ywo7apwfdmhqef5k3binzg2pwsvizts5i4u ShardSize:393216, DataShards:1, ParityShards:4, RSTime:10.448µs, OtherTime:236.421609ms, TotalDataSize:8300, TotalDataAndParitySize:41500, RSRate:7.944104134762634e+08, ToTalDataRate:35105.18566781648
Mar 19 20:34:40 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:34:40.472+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihou4dhhfq2lo3eyi2atev3lrrsftyqjgbtapl2azankoilf2e5yq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:14.33µs, OtherTime:204.50865ms, TotalDataSize:16493, TotalDataAndParitySize:82465, RSRate:1.1509420795533845e+09, ToTalDataRate:80641.24502063659
Mar 19 20:34:48 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:34:48.775+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreibvplsxe3cah3tol4ifngv4duz4vuk7eqpc46w4pbhh4oovvbqzb4 ShardSize:393216, DataShards:1, ParityShards:4, RSTime:26.836µs, OtherTime:241.410893ms, TotalDataSize:32877, TotalDataAndParitySize:164385, RSRate:1.2251080637949023e+09, ToTalDataRate:136171.72357318213
Mar 19 20:39:57 cluster00 ipfs-cluster-service[117528]: 2024-03-19T20:39:57.843+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiewsp5dulvipudqk2kmgbnuzdkohzza6n7id5gtfzcy5lv5dejedi ShardSize:393216, DataShards:1, ParityShards:4, RSTime:13.513µs, OtherTime:255.150949ms, TotalDataSize:65645, TotalDataAndParitySize:328225, RSRate:4.857914600754829e+09, ToTalDataRate:257265.3748403344
Mar 20 00:32:22 cluster00 ipfs-cluster-service[180535]: 2024-03-20T00:32:22.960+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.481µs, OtherTime:183.929227ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.0653165480751687e+08, ToTalDataRate:6154.355899790646
Mar 20 00:36:50 cluster00 ipfs-cluster-service[180535]: 2024-03-20T00:36:50.775+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiduwwie5drhhnrscm3gwxjoj7zwy4tobse4ucvfxotbay5w4fkju4 ShardSize:655360, DataShards:1, ParityShards:4, RSTime:4.55µs, OtherTime:227.865933ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:4.7384615384615386e+08, ToTalDataRate:9461.509591579017
Mar 20 00:38:05 cluster00 ipfs-cluster-service[180535]: 2024-03-20T00:38:05.025+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiduwwie5drhhnrscm3gwxjoj7zwy4tobse4ucvfxotbay5w4fkju4 ShardSize:655360, DataShards:1, ParityShards:4, RSTime:3.873µs, OtherTime:178.193918ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:5.566744126000516e+08, ToTalDataRate:12098.91093134751
Mar 20 00:38:52 cluster00 ipfs-cluster-service[180535]: 2024-03-20T00:38:52.253+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiduwwie5drhhnrscm3gwxjoj7zwy4tobse4ucvfxotbay5w4fkju4 ShardSize:655360, DataShards:1, ParityShards:4, RSTime:9.974µs, OtherTime:135.397934ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:2.161620212552637e+08, ToTalDataRate:15922.255437405922
Mar 20 10:20:52 cluster00 ipfs-cluster-service[727]: 2024-03-20T10:20:52.436+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:655360, DataShards:1, ParityShards:4, RSTime:4.511µs, OtherTime:86.237497ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.50942141432055e+08, ToTalDataRate:13125.84480233011
Mar 20 10:21:43 cluster00 ipfs-cluster-service[727]: 2024-03-20T10:21:43.460+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:655360, DataShards:1, ParityShards:4, RSTime:7.672µs, OtherTime:78.993368ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.4754953076120958e+08, ToTalDataRate:14328.91114275117
Mar 20 10:33:09 cluster00 ipfs-cluster-service[727]: 2024-03-20T10:33:09.241+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:3.368µs, OtherTime:101.935979ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:3.36104513064133e+08, ToTalDataRate:11104.632101086054
Mar 20 10:41:36 cluster00 ipfs-cluster-service[21750]: 2024-03-20T10:41:36.567+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:8.276µs, OtherTime:112.681592ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.3678105364910585e+08, ToTalDataRate:10045.26215875825
Mar 20 10:54:20 cluster00 ipfs-cluster-service[27012]: 2024-03-20T10:54:20.426+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:7.434µs, OtherTime:78.119395ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.5227333871401668e+08, ToTalDataRate:14489.244468714924
Mar 20 11:00:58 cluster00 ipfs-cluster-service[30661]: 2024-03-20T11:00:58.101+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.095µs, OtherTime:103.077936ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.2217860647693816e+08, ToTalDataRate:10981.432444628575
Mar 20 12:08:15 cluster00 ipfs-cluster-service[30661]: 2024-03-20T12:08:15.953+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.633µs, OtherTime:128.002801ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.7066184230363336e+08, ToTalDataRate:8843.090844298864
Mar 20 12:08:34 cluster00 ipfs-cluster-service[30661]: 2024-03-20T12:08:34.199+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.059µs, OtherTime:95.093569ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.7888642522788864e+08, ToTalDataRate:11903.551119526881
Mar 20 12:08:51 cluster00 ipfs-cluster-service[30661]: 2024-03-20T12:08:51.238+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:8.23µs, OtherTime:76.188459ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.3754556500607532e+08, ToTalDataRate:14856.252696879044
Mar 20 12:13:55 cluster00 ipfs-cluster-service[56997]: 2024-03-20T12:13:55.186+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:3.252µs, OtherTime:75.890584ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:3.480934809348093e+08, ToTalDataRate:14915.549725432003
Mar 20 12:24:27 cluster00 ipfs-cluster-service[64279]: 2024-03-20T12:24:27.266+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiga7ddb7252pdj4faqfocuskuu4dyos3tqek5qidff5xe7doqg54q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:13.734µs, OtherTime:85.633352ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:8.242318334061454e+07, ToTalDataRate:13217.020131273033
Mar 20 12:43:16 cluster00 ipfs-cluster-service[72713]: 2024-03-20T12:43:16.407+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreifibgej7vdt4n6rl6476dlf4zqrk3s3wvko42fcsmwsoqvgzbzaau ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.096µs, OtherTime:203.697422ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.856955380577428e+08, ToTalDataRate:5557.094774808111
Mar 20 14:34:46 cluster00 ipfs-cluster-service[81728]: 2024-03-20T14:34:46.206+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreifibgej7vdt4n6rl6476dlf4zqrk3s3wvko42fcsmwsoqvgzbzaau ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.093µs, OtherTime:199.286109ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.2226585509522873e+08, ToTalDataRate:5680.128329955162
Mar 20 15:42:26 cluster00 ipfs-cluster-service[729]: 2024-03-20T15:42:26.172+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreifibgej7vdt4n6rl6476dlf4zqrk3s3wvko42fcsmwsoqvgzbzaau ShardSize:393216, DataShards:1, ParityShards:4, RSTime:4.253µs, OtherTime:96.575704ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.6616505995767695e+08, ToTalDataRate:11720.848688430302
Mar 20 15:57:23 cluster00 ipfs-cluster-service[12899]: 2024-03-20T15:57:23.118+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreieqb5b4uo6qpybowjfsrzqbauiiuxmpp2eydijv5ct6vd5cmmodoe ShardSize:393216, DataShards:1, ParityShards:4, RSTime:6.557µs, OtherTime:215.886094ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.7263992679579076e+08, ToTalDataRate:5243.345348267746
Mar 20 16:09:57 cluster00 ipfs-cluster-service[18684]: 2024-03-20T16:09:57.799+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreieqb5b4uo6qpybowjfsrzqbauiiuxmpp2eydijv5ct6vd5cmmodoe ShardSize:393216, DataShards:1, ParityShards:4, RSTime:7.679µs, OtherTime:156.206942ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:1.474150279984373e+08, ToTalDataRate:7246.435166791109
Mar 20 16:14:28 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:14:28.488+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicfxzj6sfatbbxj2ziv6xpoziejxt7xt4dm4nuait6atbkqy5vvoq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.554µs, OtherTime:168.808215ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:2.038170687792582e+08, ToTalDataRate:6705.610308101112
Mar 20 16:14:47 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:14:47.304+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreid3mvknt4d2ozb7ixjx3kxywyhwcn2nn2y6j4hx3jk7mbhg47zaha ShardSize:393216, DataShards:1, ParityShards:4, RSTime:12.057µs, OtherTime:170.605423ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:1.78817284564983e+08, ToTalDataRate:12636.445255886052
Mar 20 16:15:06 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:15:06.771+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreidfrshuskpx5vhyxrjjzh2fx7zwrn7dl7nzxitqspy3gmhi3zndrq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:8.146µs, OtherTime:449.605099ms, TotalDataSize:4204, TotalDataAndParitySize:21020, RSRate:5.160815123987233e+08, ToTalDataRate:9350.25679399356
Mar 20 16:15:26 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:15:26.708+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreife4luqnaeujuby4vwjmo35vr3crukrme3q6sxi2a7mmsijzd6f5e ShardSize:393216, DataShards:1, ParityShards:4, RSTime:12.783µs, OtherTime:248.683339ms, TotalDataSize:8300, TotalDataAndParitySize:41500, RSRate:6.492998513650943e+08, ToTalDataRate:33374.05074750395
Mar 20 16:20:46 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:20:46.971+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihq7ap3337uvrkumpmlrorxx5thsndv3zhymflg3unlu627ma6dmu ShardSize:393216, DataShards:1, ParityShards:4, RSTime:5.681µs, OtherTime:386.023538ms, TotalDataSize:16493, TotalDataAndParitySize:82465, RSRate:2.903186058792466e+09, ToTalDataRate:42724.726107707174
Mar 20 16:21:05 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:21:05.918+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreif2i3ioieyt2y4de47z564vmaa5mkfnrfz5t4phbaej35noefoe3q ShardSize:393216, DataShards:1, ParityShards:4, RSTime:12.713µs, OtherTime:190.100564ms, TotalDataSize:32877, TotalDataAndParitySize:164385, RSRate:2.5860929756941714e+09, ToTalDataRate:172933.67351635222
Mar 20 16:21:24 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:21:24.271+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihnt46z4esm4jh5yo7svlqzwza6ornliqthozh2bwwoghauz6qeuu ShardSize:393216, DataShards:1, ParityShards:4, RSTime:24.627µs, OtherTime:524.780239ms, TotalDataSize:65645, TotalDataAndParitySize:328225, RSRate:2.6655703090104356e+09, ToTalDataRate:125084.53328802685
Mar 20 16:21:43 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:21:43.673+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreibfkeifgfp3fwof63zgja6qng5mjb3tipdy27nlhknrkskz5fntru ShardSize:393216, DataShards:1, ParityShards:4, RSTime:34.871µs, OtherTime:435.82225ms, TotalDataSize:131181, TotalDataAndParitySize:655905, RSRate:3.761893837285997e+09, ToTalDataRate:300972.43963288673
Mar 20 16:22:01 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:22:01.910+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreihafyittbz7c66ae62e5q5bowqp2axm5cwymsw7axka4e3stkir5e ShardSize:393216, DataShards:1, ParityShards:4, RSTime:151.126µs, OtherTime:237.370451ms, TotalDataSize:262253, TotalDataAndParitySize:1311265, RSRate:1.7353268133875046e+09, ToTalDataRate:1.1041226106786367e+06
Mar 20 16:22:20 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:22:20.782+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmeVL3ooPCRtoKhtyokmZD6Dizt5WZ4f9HTCdyk3sugALw ShardSize:393216, DataShards:2, ParityShards:4, RSTime:84.15µs, OtherTime:406.882396ms, TotalDataSize:524490, TotalDataAndParitySize:1573874, RSRate:6.232798573975044e+09, ToTalDataRate:1.288778866874974e+06
Mar 20 16:27:41 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:27:41.190+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST Qmb6m7BKrdiG9RGoo7Fr4Ba27hRyGUjrUUHkmFZFzC4C7o ShardSize:393216, DataShards:4, ParityShards:4, RSTime:206.48µs, OtherTime:796.085084ms, TotalDataSize:1048878, TotalDataAndParitySize:2098662, RSRate:5.079804339403333e+09, ToTalDataRate:1.3172033698769975e+06
Mar 20 16:28:00 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:28:00.805+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmTitNS8j7E9nJRRFjyEjTeWdGUGymB5kGrNiKEcC2oGDW ShardSize:393216, DataShards:8, ParityShards:4, RSTime:438.528µs, OtherTime:689.915997ms, TotalDataSize:2097656, TotalDataAndParitySize:3148248, RSRate:4.783402656158786e+09, ToTalDataRate:3.038519496912072e+06
Mar 20 16:28:20 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:28:20.472+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST Qma7EyLUs9qkuo2AtFgcFHNWubJsZr22nthwycG9YRcCHe ShardSize:655360, DataShards:8, ParityShards:4, RSTime:709.385µs, OtherTime:920.686739ms, TotalDataSize:4195208, TotalDataAndParitySize:6295976, RSRate:5.91386623624689e+09, ToTalDataRate:4.553098655783103e+06
Mar 20 16:28:40 cluster00 ipfs-cluster-service[20900]: 2024-03-20T16:28:40.875+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmQ5zWnfz17Ys6bYWJLJYsoT1MB2hY2eAyjmKs1zyhAAm2 ShardSize:1179648, DataShards:8, ParityShards:4, RSTime:1.373415ms, OtherTime:979.381299ms, TotalDataSize:8390313, TotalDataAndParitySize:12591437, RSRate:6.109087930450738e+09, ToTalDataRate:8.55495429306361e+06
Mar 20 16:56:51 cluster00 ipfs-cluster-service[40434]: 2024-03-20T16:56:51.601+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreid3u5kghnj2fhyx7ytmtrv7x7wuyyetw2nvy5fvhfaz4ql6uw5oli ShardSize:393216, DataShards:1, ParityShards:4, RSTime:11.494µs, OtherTime:403.051883ms, TotalDataSize:1132, TotalDataAndParitySize:5660, RSRate:9.84861666956673e+07, ToTalDataRate:2808.4902088067315
Mar 20 17:02:17 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:02:17.380+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreieypfen2jgf25p7za2n46alowitaqxdzpu3sxrjhrs6ovfsdci4uq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:3.911µs, OtherTime:402.423335ms, TotalDataSize:2156, TotalDataAndParitySize:10780, RSRate:5.512656609562771e+08, ToTalDataRate:5357.489121973682
Mar 20 17:02:37 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:02:37.893+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreieul46lkgfy7nexaf76akhkqexu4elzwjlg3gaadjynmj73fsezji ShardSize:393216, DataShards:1, ParityShards:4, RSTime:3.889µs, OtherTime:355.9681ms, TotalDataSize:4204, TotalDataAndParitySize:21020, RSRate:1.0809976857804062e+09, ToTalDataRate:11809.916008321203
Mar 20 17:03:00 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:03:00.594+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreie5xd4kn22jts766jtqgx6s3utnue7uvzkezmhxmj2h2sras2ebku ShardSize:393216, DataShards:1, ParityShards:4, RSTime:14.633µs, OtherTime:350.968811ms, TotalDataSize:8300, TotalDataAndParitySize:41500, RSRate:5.672110982026925e+08, ToTalDataRate:23647.83091766704
Mar 20 17:03:25 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:03:25.099+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreibq5ilmu2q6clzs2twkbrp7xhph6hha34gdgde3cobruqinhoyvoq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:7.93µs, OtherTime:406.331295ms, TotalDataSize:16493, TotalDataAndParitySize:82465, RSRate:2.0798234552332911e+09, ToTalDataRate:40589.233206924604
Mar 20 17:03:50 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:03:50.651+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicmmnsa47bsfpskmo4e3uyboczxbnnkuo5scota6iobawortcwxva ShardSize:393216, DataShards:1, ParityShards:4, RSTime:10.343µs, OtherTime:334.337463ms, TotalDataSize:32877, TotalDataAndParitySize:164385, RSRate:3.178671565309871e+09, ToTalDataRate:98331.72101552736
Mar 20 17:04:15 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:04:15.873+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreifltretriovn5vcbsbjjcw7qfd23kejg7yxm2crtxhqe7bjsj4siu ShardSize:393216, DataShards:1, ParityShards:4, RSTime:14.605µs, OtherTime:356.235383ms, TotalDataSize:65645, TotalDataAndParitySize:328225, RSRate:4.494693598082849e+09, ToTalDataRate:184266.64183916125
Mar 20 17:04:42 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:04:42.687+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreiggen4nie566qk5v5jcfgx5e4wc4csmz2o76pkyis62uc757kymkq ShardSize:393216, DataShards:1, ParityShards:4, RSTime:26.123µs, OtherTime:941.691338ms, TotalDataSize:131181, TotalDataAndParitySize:655905, RSRate:5.021666730467404e+09, ToTalDataRate:139299.73381051706
Mar 20 17:05:08 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:05:08.298+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST bafkreicivw6zkmqxsf46m43rbdr5kjktzidkroom4vzhq7clyubppmsbpy ShardSize:393216, DataShards:1, ParityShards:4, RSTime:35.002µs, OtherTime:443.863236ms, TotalDataSize:262253, TotalDataAndParitySize:1311265, RSRate:7.492514713444945e+09, ToTalDataRate:590795.0875516764
Mar 20 17:05:33 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:05:33.829+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmPfjPkLmg7kfeS8YyAEPc12VnCbAtZ5w7N3tbfMak6bXT ShardSize:393216, DataShards:2, ParityShards:4, RSTime:176.629µs, OtherTime:475.958572ms, TotalDataSize:524490, TotalDataAndParitySize:1573874, RSRate:2.9694444287178206e+09, ToTalDataRate:1.1015567622985845e+06
Mar 20 17:05:58 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:05:58.482+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmYzjGF8eqQUHwPnJ2moyotte1UZwkjSBfvNJaZ5xVqoAf ShardSize:393216, DataShards:4, ParityShards:4, RSTime:181.7µs, OtherTime:700.310602ms, TotalDataSize:1048878, TotalDataAndParitySize:2098662, RSRate:5.772581177765548e+09, ToTalDataRate:1.497343806409648e+06
Mar 20 17:11:25 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:11:25.834+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmSPA2TmuGCKstkSEtxVVGPa3FLRjBQAiGZ6pdZGZHuJm6 ShardSize:393216, DataShards:8, ParityShards:4, RSTime:429.785µs, OtherTime:1.418394483s, TotalDataSize:2097656, TotalDataAndParitySize:3148248, RSRate:4.880710122503112e+09, ToTalDataRate:1.478446569237247e+06
Mar 20 17:11:55 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:11:55.349+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmTcktUyvjhyMVbUVeACP1AGQHbXSRa7Firbr3AcYAR9Rg ShardSize:655360, DataShards:8, ParityShards:4, RSTime:1.040216ms, OtherTime:1.395490887s, TotalDataSize:4195208, TotalDataAndParitySize:6295976, RSRate:4.0330162197082143e+09, ToTalDataRate:3.0040202897582278e+06
Mar 20 17:12:24 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:12:24.943+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmQBkxcDbcfX2Lyi5WPtZzcdBkdBKjBLUJsoLkwbBU5noN ShardSize:1179648, DataShards:8, ParityShards:4, RSTime:1.53973ms, OtherTime:1.943712019s, TotalDataSize:8390313, TotalDataAndParitySize:12591437, RSRate:5.449210575880187e+09, ToTalDataRate:4.313227195314346e+06
Mar 20 17:12:55 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:12:55.327+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmXFi5r9jvhPctifTuYDoTuc94S2kyBQLeheo6odDV6R9A ShardSize:1966080, DataShards:10, ParityShards:4, RSTime:17.843298ms, OtherTime:4.445799375s, TotalDataSize:16780521, TotalDataAndParitySize:24120553, RSRate:9.404383091063098e+08, ToTalDataRate:3.7593781648912374e+06
Mar 20 17:13:27 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:13:27.718+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmfHro5Cvk3r1QvBmPy2Bn5iFvhhfJcFgoZCNd8T1drEc8 ShardSize:3538944, DataShards:10, ParityShards:4, RSTime:33.89059ms, OtherTime:3.96115322s, TotalDataSize:33560937, TotalDataAndParitySize:47192425, RSRate:9.902730226885989e+08, ToTalDataRate:8.400642894365083e+06
Mar 20 17:14:11 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:14:11.520+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmdRowR8tZTXhbGb1GBqb8iS5YByZwumw8N5R3JZn3Vyft ShardSize:6946816, DataShards:10, ParityShards:4, RSTime:60.282683ms, OtherTime:5.874024546s, TotalDataSize:67121888, TotalDataAndParitySize:94419704, RSRate:1.1134522330401254e+09, ToTalDataRate:1.1310820980510175e+07
Mar 20 17:20:01 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:20:01.271+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmTrw2xcpub238bbcRJzNU4ZW7TLjReL3ij9A4nRmkJp1r ShardSize:13762560, DataShards:10, ParityShards:4, RSTime:130.406308ms, OtherTime:13.318043085s, TotalDataSize:134243612, TotalDataAndParitySize:188804404, RSRate:1.0294257544658039e+09, ToTalDataRate:9.982088167565651e+06
Mar 20 17:22:01 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:22:01.510+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST QmajkzKf8sBtvJbAW1vUELSuFsBYsT9SWGwyJQNwX6U8BV ShardSize:27131904, DataShards:10, ParityShards:4, RSTime:237.081194ms, OtherTime:29.502228079s, TotalDataSize:268487122, TotalDataAndParitySize:376525290, RSRate:1.1324690814573846e+09, ToTalDataRate:9.028021409397217e+06
Mar 20 17:24:31 cluster00 ipfs-cluster-service[40434]: 2024-03-20T17:24:31.786+0800        ERROR        shardingdags        sharding/dag_service.go:161        ECTEST Qmf4ZH2mpKqtkF5N4BWgj4iUjmqYWnyFy7NqW8nfggEJ6z ShardSize:53870592, DataShards:10, ParityShards:4, RSTime:554.879336ms, OtherTime:55.563946093s, TotalDataSize:536974138, TotalDataAndParitySize:752001898, RSRate:9.6773136637404e+08, ToTalDataRate:9.568520599189324e+06
